,X1,sex,cause_r,educ_r,age_r,location_r,random_number
2065,22392,Men,Firearm,High School or more,20-29,Other,2065
2066,7072,Men,Firearm,Primary or less,30-44,Other,2066
2067,10609,Men,Firearm,High School or more,0-19,Home,2067
2068,11765,Women,Non-specified means,Primary or less,45-69,Street,2068
2069,5272,Men,Firearm,Primary or less,30-44,Street,2069
2070,6458,Men,Firearm,Middle school,45-69,Street,2070
2071,18932,Women,Asphyxiation,Middle school,69 +,Street,2071
2072,27393,Men,Firearm,Primary or less,69 +,Other,2072
2073,10586,Men,Firearm,Primary or less,20-29,Street,2073
2074,26943,Men,Firearm,High School or more,45-69,Other,2074
2075,7120,Men,Firearm,Primary or less,45-69,Home,2075
2076,1023,Men,Firearm,High School or more,20-29,Street,2076
2077,8865,Men,Firearm,High School or more,30-44,Street,2077
2078,31606,Men,Other,Middle school,30-44,Other,2078
2079,28620,Men,Non-specified means,High School or more,20-29,Street,2079
2080,11165,Men,Knife,Primary or less,69 +,Street,2080
2081,27316,Men,Firearm,High School or more,20-29,Home,2081
2082,29752,Men,Firearm,Middle school,20-29,Street,2082
2083,30493,Men,Firearm,Middle school,45-69,Street,2083
2084,11756,Men,Knife,Middle school,30-44,Street,2084
2085,12889,Men,Other,Middle school,30-44,Street,2085
2086,11168,Men,Non-specified means,Primary or less,69 +,Street,2086
2087,28378,Men,Firearm,High School or more,30-44,Street,2087
2088,13342,Men,Firearm,High School or more,20-29,Street,2088
2089,14771,Men,Knife,High School or more,20-29,Home,2089
2090,23148,Men,Firearm,High School or more,45-69,Other,2090
2091,1547,Men,Non-specified means,Primary or less,30-44,Other,2091
2092,5335,Men,Firearm,High School or more,20-29,Street,2092
2093,13254,Men,Knife,Middle school,30-44,Street,2093
2094,2637,Men,Other,High School or more,30-44,Home,2094
2095,10754,Men,Firearm,Middle school,20-29,Other,2095
2096,12018,Men,Firearm,High School or more,30-44,Street,2096
2097,5470,Men,Knife,Middle school,69 +,Home,2097
2098,5380,Men,Firearm,Middle school,20-29,Street,2098
2099,7699,Men,Firearm,Middle school,20-29,Street,2099
2100,23810,Men,Firearm,High School or more,45-69,Street,2100
2101,19758,Men,Firearm,High School or more,30-44,Street,2101
2102,10096,Men,Firearm,Middle school,30-44,Street,2102
2103,2169,Men,Firearm,Middle school,30-44,Other,2103
2104,28819,Men,Firearm,Primary or less,20-29,Street,2104
2105,2829,Men,Firearm,High School or more,0-19,Street,2105
2106,28367,Men,Firearm,Middle school,30-44,Street,2106
2107,23843,Men,Firearm,High School or more,0-19,Street,2107
2108,4474,Women,Knife,Middle school,30-44,Street,2108
2109,31544,Men,Firearm,Middle school,45-69,Street,2109
2110,13446,Men,Knife,Primary or less,69 +,Street,2110
2111,17218,Men,Firearm,High School or more,30-44,Street,2111
2112,5352,Men,Firearm,High School or more,45-69,Home,2112
2113,371,Men,Firearm,Middle school,30-44,Home,2113
2114,3104,Men,Firearm,Middle school,20-29,Home,2114
2115,9835,Men,Firearm,Middle school,30-44,Home,2115
2116,22476,Men,Firearm,High School or more,30-44,Street,2116
2117,9243,Women,Firearm,Middle school,20-29,Other,2117
2118,16002,Men,Firearm,High School or more,0-19,Street,2118
2119,7167,Men,Firearm,High School or more,30-44,Street,2119
2120,10503,Women,Knife,Middle school,20-29,Other,2120
2121,24986,Men,Firearm,High School or more,0-19,Street,2121
2122,26500,Men,Firearm,Middle school,30-44,Other,2122
2123,21202,Women,Knife,Primary or less,30-44,Home,2123
2124,5869,Men,Firearm,High School or more,45-69,Home,2124
2125,23400,Men,Firearm,Primary or less,69 +,Street,2125
2126,30958,Men,Firearm,High School or more,20-29,Other,2126
2127,18074,Men,Firearm,High School or more,30-44,Street,2127
2128,12089,Men,Firearm,High School or more,30-44,Street,2128
2129,7986,Women,Other,High School or more,20-29,Other,2129
2130,23223,Men,Firearm,High School or more,20-29,Street,2130
2131,3781,Men,Firearm,Middle school,0-19,Home,2131
2132,5747,Men,Asphyxiation,High School or more,45-69,Home,2132
2133,31769,Women,Asphyxiation,Middle school,0-19,Other,2133
2134,20976,Men,Firearm,High School or more,20-29,Street,2134
2135,4327,Men,Knife,High School or more,0-19,Other,2135
2136,22751,Men,Other,Primary or less,30-44,Street,2136
2137,23604,Men,Knife,High School or more,30-44,Other,2137
2138,2378,Men,Firearm,Middle school,20-29,Street,2138
2139,524,Men,Other,Middle school,0-19,Home,2139
2140,30260,Men,Knife,High School or more,0-19,Street,2140
2141,26177,Men,Firearm,High School or more,20-29,Street,2141
2142,5323,Men,Firearm,High School or more,20-29,Street,2142
2143,6525,Men,Firearm,High School or more,30-44,Street,2143
2144,14290,Men,Knife,High School or more,30-44,Street,2144
2145,14582,Men,Firearm,High School or more,30-44,Street,2145
2146,8038,Men,Firearm,Primary or less,30-44,Street,2146
2147,1158,Men,Non-specified means,Primary or less,30-44,Other,2147
2148,6535,Men,Firearm,Middle school,30-44,Street,2148
2149,7083,Men,Firearm,High School or more,20-29,Street,2149
2150,9819,Men,Firearm,Middle school,30-44,Street,2150
2151,8184,Men,Firearm,Primary or less,30-44,Street,2151
2152,8765,Men,Knife,Middle school,20-29,Street,2152
2153,12227,Men,Firearm,Middle school,30-44,Other,2153
2154,27730,Men,Firearm,Primary or less,20-29,Street,2154
2155,16218,Men,Firearm,High School or more,30-44,Street,2155
2156,27229,Men,Firearm,Middle school,20-29,Street,2156
2157,22913,Men,Non-specified means,Primary or less,30-44,Street,2157
2158,17753,Men,Non-specified means,High School or more,20-29,Other,2158
2159,13597,Men,Firearm,High School or more,0-19,Street,2159
2160,1035,Men,Non-specified means,Middle school,45-69,Other,2160
2161,14540,Men,Knife,Middle school,30-44,Street,2161
2162,134,Men,Firearm,Primary or less,20-29,Street,2162
2163,1250,Men,Firearm,High School or more,0-19,Other,2163
2164,5665,Men,Firearm,High School or more,30-44,Other,2164
2165,28727,Men,Knife,High School or more,30-44,Street,2165
2166,21682,Men,Firearm,Primary or less,30-44,Other,2166
2167,13657,Men,Knife,Primary or less,20-29,Street,2167
2168,26923,Men,Firearm,High School or more,30-44,Street,2168
2169,3395,Men,Firearm,Primary or less,45-69,Street,2169
2170,19497,Men,Firearm,Middle school,30-44,Home,2170
2171,14330,Men,Firearm,High School or more,20-29,Street,2171
2172,30662,Men,Firearm,High School or more,30-44,Other,2172
2173,3958,Men,Firearm,Middle school,30-44,Home,2173
2174,15910,Men,Firearm,High School or more,30-44,Other,2174
2175,15258,Men,Firearm,High School or more,20-29,Other,2175
2176,16065,Men,Asphyxiation,High School or more,30-44,Other,2176
2177,14579,Men,Firearm,High School or more,30-44,Street,2177
2178,10183,Men,Firearm,Middle school,30-44,Street,2178
2179,4675,Men,Firearm,High School or more,30-44,Street,2179
2180,20379,Men,Firearm,High School or more,0-19,Other,2180
2181,9166,Men,Firearm,Middle school,30-44,Street,2181
2182,29144,Men,Firearm,High School or more,30-44,Other,2182
2183,3268,Men,Non-specified means,High School or more,20-29,Street,2183
2184,20409,Men,Firearm,Primary or less,30-44,Home,2184
2185,21458,Men,Firearm,High School or more,20-29,Other,2185
2186,22351,Men,Other,Middle school,45-69,Street,2186
2187,27833,Men,Firearm,High School or more,30-44,Street,2187
2188,6660,Men,Non-specified means,Primary or less,20-29,Other,2188
2189,13443,Men,Firearm,Primary or less,69 +,Street,2189
2190,31715,Women,Asphyxiation,Primary or less,30-44,Other,2190
2191,29208,Men,Firearm,High School or more,20-29,Street,2191
2192,14958,Men,Non-specified means,Primary or less,69 +,Other,2192
2193,4359,Men,Knife,Primary or less,30-44,Street,2193
2194,391,Men,Firearm,High School or more,30-44,Other,2194
2195,4950,Men,Firearm,High School or more,20-29,Street,2195
2196,18136,Men,Non-specified means,High School or more,20-29,Street,2196
2197,13433,Men,Non-specified means,Primary or less,69 +,Other,2197
2198,24615,Men,Firearm,Middle school,0-19,Street,2198
2199,20935,Men,Firearm,Primary or less,0-19,Other,2199
2200,19754,Men,Firearm,High School or more,20-29,Street,2200
2201,21779,Men,Firearm,High School or more,20-29,Other,2201
2202,26518,Men,Firearm,Middle school,30-44,Other,2202
2203,1213,Men,Firearm,High School or more,20-29,Street,2203
2204,20968,Women,Firearm,High School or more,30-44,Street,2204
2205,2102,Men,Knife,High School or more,30-44,Other,2205
2206,25643,Men,Firearm,Primary or less,20-29,Other,2206
2207,6147,Men,Non-specified means,High School or more,30-44,Street,2207
2208,28194,Men,Firearm,High School or more,30-44,Street,2208
2209,25204,Men,Knife,Primary or less,69 +,Street,2209
2210,14292,Women,Knife,High School or more,69 +,Other,2210
2211,30797,Men,Firearm,Primary or less,30-44,Street,2211
2212,29619,Men,Firearm,High School or more,30-44,Street,2212
2213,21330,Men,Firearm,High School or more,20-29,Street,2213
2214,888,Men,Firearm,Primary or less,20-29,Other,2214
2215,25028,Men,Firearm,High School or more,0-19,Street,2215
2216,1801,Men,Firearm,High School or more,30-44,Other,2216
2217,16680,Men,Non-specified means,Middle school,45-69,Home,2217
2218,13322,Men,Firearm,High School or more,45-69,Other,2218
2219,28573,Men,Non-specified means,Middle school,20-29,Street,2219
2220,18843,Men,Firearm,Middle school,45-69,Street,2220
2221,23632,Men,Non-specified means,High School or more,30-44,Street,2221
2222,18631,Women,Firearm,Primary or less,0-19,Other,2222
2223,30227,Men,Firearm,High School or more,30-44,Street,2223
2224,10525,Men,Firearm,High School or more,30-44,Street,2224
2225,27712,Women,Knife,High School or more,30-44,Home,2225
2226,6036,Men,Other,High School or more,20-29,Other,2226
2227,9662,Men,Asphyxiation,High School or more,30-44,Street,2227
2228,5704,Men,Firearm,Middle school,20-29,Home,2228
2229,18184,Men,Firearm,Middle school,0-19,Other,2229
2230,11649,Men,Firearm,High School or more,30-44,Street,2230
2231,4119,Men,Firearm,High School or more,30-44,Other,2231
2232,18858,Men,Firearm,Middle school,30-44,Other,2232
2233,12534,Men,Firearm,High School or more,45-69,Street,2233
2234,904,Men,Firearm,Primary or less,45-69,Home,2234
2235,26696,Men,Firearm,Middle school,20-29,Street,2235
2236,31590,Men,Firearm,High School or more,30-44,Street,2236
2237,19160,Men,Firearm,Primary or less,20-29,Street,2237
2238,25428,Men,Firearm,Primary or less,20-29,Other,2238
2239,27770,Men,Firearm,Middle school,30-44,Street,2239
2240,31692,Men,Firearm,Primary or less,20-29,Other,2240
2241,12340,Men,Knife,High School or more,20-29,Street,2241
2242,3891,Men,Firearm,Middle school,30-44,Other,2242
2243,3417,Men,Firearm,Middle school,20-29,Home,2243
2244,1507,Men,Firearm,Middle school,20-29,Street,2244
2245,6580,Men,Firearm,High School or more,20-29,Other,2245
2246,3640,Men,Firearm,Middle school,30-44,Home,2246
2247,23696,Women,Knife,Primary or less,45-69,Home,2247
2248,22702,Men,Knife,Middle school,30-44,Home,2248
2249,10577,Men,Firearm,High School or more,20-29,Home,2249
2250,24492,Men,Firearm,Primary or less,0-19,Street,2250
2251,9211,Men,Asphyxiation,Primary or less,30-44,Home,2251
2252,8934,Men,Firearm,High School or more,30-44,Street,2252
2253,28456,Men,Firearm,High School or more,20-29,Street,2253
2254,21483,Men,Firearm,Primary or less,45-69,Street,2254
2255,8372,Women,Firearm,High School or more,20-29,Home,2255
2256,22987,Men,Firearm,Primary or less,30-44,Home,2256
2257,7310,Men,Firearm,High School or more,20-29,Street,2257
2258,8519,Men,Firearm,Middle school,45-69,Other,2258
2259,24817,Men,Knife,Middle school,45-69,Other,2259
2260,13786,Men,Non-specified means,Primary or less,69 +,Other,2260
2261,19713,Men,Firearm,Primary or less,45-69,Street,2261
2262,24875,Men,Knife,High School or more,30-44,Street,2262
2263,21893,Men,Firearm,High School or more,45-69,Street,2263
2264,5707,Women,Asphyxiation,Middle school,30-44,Home,2264
2265,4011,Men,Firearm,High School or more,30-44,Other,2265
2266,24815,Men,Firearm,High School or more,30-44,Street,2266
2267,4466,Men,Firearm,High School or more,20-29,Street,2267
2268,28906,Men,Firearm,Primary or less,69 +,Street,2268
2269,12949,Men,Firearm,Primary or less,30-44,Street,2269
2270,15974,Men,Firearm,Middle school,0-19,Street,2270
2271,4286,Men,Knife,High School or more,30-44,Street,2271
2272,31823,Men,Firearm,High School or more,30-44,Other,2272
2273,29298,Men,Firearm,High School or more,30-44,Street,2273
2274,25318,Men,Firearm,High School or more,30-44,Street,2274
2275,6528,Men,Firearm,High School or more,20-29,Street,2275
2276,11462,Men,Firearm,Primary or less,0-19,Home,2276
2277,12918,Men,Firearm,Middle school,45-69,Other,2277
2278,15041,Men,Knife,High School or more,45-69,Other,2278
2279,16134,Men,Firearm,High School or more,20-29,Street,2279
2280,8322,Men,Firearm,Primary or less,30-44,Other,2280
2281,17861,Men,Firearm,Middle school,30-44,Street,2281
2282,14750,Men,Firearm,High School or more,20-29,Other,2282
2283,1553,Men,Firearm,Primary or less,45-69,Street,2283
2284,26633,Men,Firearm,Middle school,45-69,Street,2284
2285,30878,Men,Firearm,High School or more,30-44,Street,2285
2286,12369,Men,Firearm,High School or more,30-44,Other,2286
2287,4598,Men,Knife,Primary or less,20-29,Street,2287
2288,23819,Women,Firearm,Middle school,20-29,Street,2288
2289,27275,Men,Non-specified means,Middle school,45-69,Other,2289
2290,1177,Men,Firearm,Middle school,20-29,Other,2290
2291,30578,Men,Knife,Middle school,45-69,Other,2291
2292,17592,Men,Firearm,High School or more,20-29,Street,2292
2293,5781,Men,Firearm,High School or more,20-29,Other,2293
2294,14462,Men,Firearm,High School or more,20-29,Other,2294
2295,24940,Men,Firearm,High School or more,20-29,Street,2295
2296,12659,Men,Firearm,Primary or less,69 +,Other,2296
2297,9709,Men,Firearm,High School or more,30-44,Street,2297
2298,453,Men,Firearm,High School or more,20-29,Home,2298
2299,23642,Men,Firearm,High School or more,20-29,Street,2299
2300,20951,Men,Firearm,High School or more,20-29,Street,2300
2301,29115,Men,Firearm,High School or more,20-29,Street,2301
2302,19592,Women,Firearm,High School or more,30-44,Home,2302
2303,31352,Men,Firearm,High School or more,20-29,Street,2303
2304,15692,Men,Firearm,High School or more,20-29,Street,2304
2305,593,Men,Firearm,High School or more,45-69,Other,2305
2306,23338,Men,Knife,Middle school,30-44,Street,2306
2307,5191,Men,Firearm,High School or more,30-44,Street,2307
2308,24498,Men,Asphyxiation,Middle school,45-69,Other,2308
2309,4075,Men,Firearm,Middle school,30-44,Other,2309
2310,17981,Men,Firearm,Middle school,30-44,Other,2310
2311,6003,Men,Firearm,High School or more,30-44,Street,2311
2312,13852,Men,Other,Primary or less,69 +,Street,2312
2313,31656,Men,Firearm,High School or more,30-44,Street,2313
2314,1342,Men,Firearm,High School or more,20-29,Street,2314
2315,10263,Men,Firearm,High School or more,30-44,Other,2315
2316,27957,Men,Firearm,High School or more,30-44,Other,2316
2317,12433,Men,Firearm,High School or more,20-29,Street,2317
2318,8999,Men,Firearm,Middle school,20-29,Street,2318
2319,21178,Men,Knife,Middle school,20-29,Home,2319
2320,14903,Men,Firearm,High School or more,20-29,Other,2320
2321,10404,Men,Firearm,High School or more,0-19,Street,2321
2322,24778,Women,Firearm,High School or more,30-44,Street,2322
2323,19367,Men,Firearm,Primary or less,30-44,Street,2323
2324,2028,Men,Firearm,Middle school,30-44,Street,2324
2325,14810,Men,Firearm,Middle school,0-19,Other,2325
2326,10193,Men,Knife,Middle school,20-29,Street,2326
2327,5231,Men,Knife,Middle school,30-44,Home,2327
2328,23394,Men,Firearm,High School or more,0-19,Street,2328
2329,8720,Men,Knife,Primary or less,69 +,Street,2329
2330,28864,Men,Firearm,Middle school,30-44,Street,2330
2331,29870,Women,Firearm,Middle school,0-19,Street,2331
2332,20444,Men,Firearm,High School or more,20-29,Street,2332
2333,9806,Men,Firearm,Middle school,20-29,Street,2333
2334,24866,Men,Non-specified means,High School or more,20-29,Other,2334
2335,29327,Men,Firearm,Primary or less,30-44,Street,2335
2336,17700,Men,Non-specified means,High School or more,20-29,Street,2336
2337,7548,Men,Firearm,High School or more,30-44,Street,2337
2338,23662,Men,Firearm,Middle school,30-44,Street,2338
2339,2581,Men,Other,High School or more,20-29,Street,2339
2340,4581,Men,Knife,Primary or less,45-69,Street,2340
2341,10074,Men,Firearm,Primary or less,45-69,Street,2341
2342,4441,Men,Firearm,High School or more,0-19,Street,2342
2343,17743,Men,Asphyxiation,High School or more,45-69,Home,2343
2344,5025,Men,Firearm,High School or more,20-29,Street,2344
2345,18361,Men,Firearm,High School or more,30-44,Other,2345
2346,20036,Men,Firearm,Middle school,20-29,Street,2346
