"","X1","sexo2","cause_r","educ_r","age_r","location_r","random_number"
"19730",19730,"Men","Firearm","Middle school","20-29","Other",22176
"19731",19731,"Men","Firearm","Primary or less","45-69","Street",11753
"19732",19732,"Men","Firearm","Middle school","20-29","Street",9327
"19733",19733,"Men","Other","High School or more","45-69","Other",29800
"19734",19734,"Men","Firearm","Primary or less","30-44","Street",16432
"19735",19735,"Men","Firearm","Middle school","30-44","Home",26802
"19736",19736,"Men","Firearm","Primary or less","30-44","Street",3463
"19737",19737,"Men","Firearm","High School or more","20-29","Street",13137
"19738",19738,"Men","Firearm","High School or more","30-44","Street",9073
"19739",19739,"Men","Firearm","Primary or less","20-29","Street",21888
"19740",19740,"Men","Firearm","Middle school","20-29","Other",26258
"19741",19741,"Men","Firearm","Primary or less","30-44","Home",31675
"19742",19742,"Men","Firearm","High School or more","30-44","Street",18026
"19743",19743,"Men","Firearm","High School or more","30-44","Street",15117
"19744",19744,"Men","Firearm","Primary or less","30-44","Street",21653
"19745",19745,"Men","Firearm","Middle school","45-69","Street",6396
"19746",19746,"Men","Asphyxiation","Middle school","20-29","Street",15592
"19747",19747,"Men","Firearm","Middle school","20-29","Street",22095
"19748",19748,"Men","Non-specified means","High School or more","45-69","Street",151
"19749",19749,"Men","Firearm","High School or more","30-44","Street",27261
"19750",19750,"Men","Firearm","High School or more","30-44","Street",3476
"19751",19751,"Women","Firearm","Middle school","20-29","Street",8041
"19752",19752,"Men","Firearm","Middle school","30-44","Other",4682
"19753",19753,"Men","Knife","Middle school","20-29","Street",20931
"19754",19754,"Men","Firearm","High School or more","20-29","Street",2200
"19755",19755,"Men","Firearm","Middle school","30-44","Other",30526
"19756",19756,"Men","Firearm","High School or more","20-29","Street",22386
"19757",19757,"Women","Firearm","High School or more","0-19","Street",27592
"19758",19758,"Men","Firearm","High School or more","30-44","Street",2101
"19759",19759,"Men","Knife","High School or more","0-19","Street",27533
"19760",19760,"Men","Firearm","High School or more","30-44","Street",11593
"19761",19761,"Men","Firearm","Middle school","45-69","Other",5631
"19762",19762,"Men","Non-specified means","Primary or less","20-29","Street",27038
"19763",19763,"Men","Firearm","High School or more","20-29","Street",28346
"19764",19764,"Men","Firearm","High School or more","0-19","Street",14434
"19765",19765,"Men","Firearm","High School or more","30-44","Other",22066
"19766",19766,"Men","Firearm","Primary or less","45-69","Street",15726
"19767",19767,"Men","Firearm","Middle school","20-29","Street",25469
"19768",19768,"Men","Firearm","High School or more","20-29","Other",19615
"19769",19769,"Men","Firearm","Middle school","30-44","Street",28749
"19770",19770,"Men","Firearm","Middle school","20-29","Street",5605
"19771",19771,"Men","Firearm","High School or more","30-44","Street",9794
"19772",19772,"Men","Firearm","High School or more","30-44","Street",1055
"19773",19773,"Men","Firearm","Middle school","30-44","Home",14225
"19774",19774,"Men","Firearm","Middle school","30-44","Street",30140
"19775",19775,"Men","Firearm","Primary or less","30-44","Street",1086
"19776",19776,"Men","Firearm","Middle school","0-19","Street",12108
"19777",19777,"Men","Firearm","Middle school","20-29","Home",4235
"19778",19778,"Women","Knife","Middle school","20-29","Other",8155
"19779",19779,"Men","Firearm","Middle school","45-69","Street",4926
"19780",19780,"Men","Knife","Middle school","20-29","Street",30509
"19781",19781,"Men","Knife","Primary or less","69 +","Street",13652
"19782",19782,"Women","Firearm","High School or more","20-29","Other",30866
"19783",19783,"Men","Knife","Primary or less","0-19","Street",27101
"19784",19784,"Men","Firearm","High School or more","30-44","Other",7710
"19785",19785,"Men","Firearm","High School or more","30-44","Home",266
"19786",19786,"Men","Firearm","Primary or less","30-44","Street",14867
"19787",19787,"Men","Firearm","Primary or less","20-29","Street",9303
"19788",19788,"Men","Asphyxiation","Primary or less","30-44","Street",27370
"19789",19789,"Women","Asphyxiation","Primary or less","30-44","Street",10728
"19790",19790,"Women","Other","Middle school","45-69","Other",8141
"19791",19791,"Men","Firearm","High School or more","30-44","Other",28510
"19792",19792,"Men","Firearm","High School or more","30-44","Street",20636
"19793",19793,"Men","Firearm","Primary or less","0-19","Other",3035
"19794",19794,"Men","Firearm","High School or more","30-44","Street",24485
"19795",19795,"Men","Firearm","High School or more","20-29","Street",12669
"19796",19796,"Men","Firearm","High School or more","30-44","Street",17379
"19797",19797,"Men","Firearm","High School or more","20-29","Other",18263
"19798",19798,"Men","Firearm","Middle school","20-29","Other",1360
"19799",19799,"Men","Firearm","High School or more","20-29","Street",28055
"19800",19800,"Men","Firearm","Primary or less","45-69","Street",31528
"19801",19801,"Women","Firearm","High School or more","30-44","Street",12366
"19802",19802,"Men","Firearm","High School or more","30-44","Other",12343
"19803",19803,"Men","Firearm","High School or more","30-44","Street",19841
"19804",19804,"Men","Firearm","High School or more","30-44","Other",671
"19805",19805,"Men","Firearm","Middle school","45-69","Other",12686
"19806",19806,"Men","Firearm","Primary or less","69 +","Other",22393
"19807",19807,"Men","Firearm","Middle school","45-69","Street",15454
"19808",19808,"Men","Firearm","Primary or less","30-44","Street",18527
"19809",19809,"Men","Firearm","Middle school","20-29","Street",24609
"19810",19810,"Men","Firearm","Middle school","45-69","Home",12634
"19811",19811,"Men","Firearm","Primary or less","69 +","Other",12139
"19812",19812,"Men","Firearm","Middle school","20-29","Street",23819
"19813",19813,"Men","Asphyxiation","Primary or less","69 +","Other",7845
"19814",19814,"Men","Firearm","Primary or less","69 +","Other",29820
"19815",19815,"Men","Knife","Middle school","20-29","Street",1444
"19816",19816,"Men","Firearm","High School or more","20-29","Home",15376
"19817",19817,"Men","Firearm","Middle school","0-19","Other",14992
"19818",19818,"Men","Knife","Primary or less","20-29","Other",10081
"19819",19819,"Men","Firearm","Primary or less","30-44","Other",26861
"19820",19820,"Men","Firearm","High School or more","30-44","Street",8161
"19821",19821,"Men","Knife","High School or more","30-44","Other",1979
"19822",19822,"Men","Firearm","High School or more","30-44","Other",31466
"19823",19823,"Men","Firearm","High School or more","0-19","Street",19788
"19824",19824,"Men","Knife","Middle school","45-69","Street",22539
"19825",19825,"Men","Firearm","Middle school","0-19","Street",19981
"19826",19826,"Men","Firearm","Middle school","30-44","Street",7202
"19827",19827,"Men","Knife","High School or more","20-29","Street",16471
"19828",19828,"Men","Knife","Middle school","30-44","Street",15552
"19829",19829,"Men","Firearm","High School or more","30-44","Other",13415
"19830",19830,"Men","Firearm","High School or more","30-44","Street",11774
"19831",19831,"Men","Non-specified means","Middle school","30-44","Other",1273
"19832",19832,"Men","Firearm","Middle school","30-44","Street",4088
"19833",19833,"Men","Knife","High School or more","30-44","Street",26517
"19834",19834,"Men","Firearm","Middle school","30-44","Street",24861
"19835",19835,"Men","Firearm","High School or more","30-44","Home",19992
"19836",19836,"Women","Firearm","High School or more","45-69","Street",20533
"19837",19837,"Men","Firearm","Middle school","30-44","Street",28881
"19838",19838,"Men","Firearm","High School or more","30-44","Street",1020
"19839",19839,"Men","Firearm","Middle school","30-44","Street",17237
"19840",19840,"Men","Firearm","High School or more","45-69","Other",1147
"19841",19841,"Men","Firearm","Middle school","30-44","Other",12292
"19842",19842,"Women","Firearm","High School or more","20-29","Street",23138
"19843",19843,"Men","Firearm","High School or more","20-29","Street",23835
"19844",19844,"Men","Firearm","Middle school","0-19","Street",21551
"19845",19845,"Men","Firearm","High School or more","30-44","Home",8729
"19846",19846,"Men","Firearm","High School or more","20-29","Street",9317
"19847",19847,"Men","Firearm","Middle school","30-44","Home",2424
"19848",19848,"Men","Firearm","Middle school","20-29","Other",25604
"19849",19849,"Men","Firearm","Middle school","20-29","Street",15974
"19850",19850,"Men","Knife","Primary or less","69 +","Home",4698
"19851",19851,"Men","Firearm","Middle school","20-29","Street",24913
"19852",19852,"Men","Firearm","High School or more","0-19","Street",28915
"19853",19853,"Men","Firearm","Primary or less","69 +","Other",30638
"19854",19854,"Men","Asphyxiation","Primary or less","45-69","Home",3384
"19855",19855,"Women","Non-specified means","Middle school","45-69","Other",19741
"19856",19856,"Men","Knife","High School or more","30-44","Street",3746
"19857",19857,"Men","Asphyxiation","High School or more","45-69","Home",14722
"19858",19858,"Women","Knife","Middle school","20-29","Other",18140
"19859",19859,"Men","Firearm","Middle school","20-29","Street",17024
"19860",19860,"Men","Firearm","High School or more","30-44","Other",17759
"19861",19861,"Men","Firearm","High School or more","45-69","Other",3399
"19862",19862,"Men","Firearm","Middle school","20-29","Street",19783
"19863",19863,"Men","Firearm","Middle school","20-29","Street",20061
"19864",19864,"Men","Firearm","High School or more","20-29","Street",31114
"19865",19865,"Men","Firearm","High School or more","30-44","Other",8470
"19866",19866,"Men","Firearm","High School or more","20-29","Home",6
"19867",19867,"Men","Firearm","Middle school","45-69","Street",11041
"19868",19868,"Women","Firearm","Middle school","45-69","Street",31490
"19869",19869,"Men","Firearm","Middle school","45-69","Home",26941
"19870",19870,"Men","Firearm","High School or more","20-29","Street",25243
"19871",19871,"Men","Firearm","High School or more","30-44","Street",11690
"19872",19872,"Men","Firearm","Middle school","20-29","Street",28661
"19873",19873,"Men","Firearm","Primary or less","0-19","Street",16270
"19874",19874,"Men","Firearm","High School or more","20-29","Street",29420
"19875",19875,"Men","Firearm","Primary or less","0-19","Other",1847
"19876",19876,"Men","Firearm","Middle school","30-44","Home",18010
"19877",19877,"Men","Asphyxiation","High School or more","20-29","Other",17528
"19878",19878,"Men","Firearm","Middle school","20-29","Street",28311
"19879",19879,"Men","Firearm","Middle school","45-69","Street",20339
"19880",19880,"Men","Knife","Primary or less","30-44","Street",14420
"19881",19881,"Men","Knife","Middle school","45-69","Street",21488
"19882",19882,"Men","Firearm","Middle school","30-44","Home",11933
"19883",19883,"Men","Firearm","High School or more","20-29","Other",17582
"19884",19884,"Men","Firearm","High School or more","45-69","Street",31611
"19885",19885,"Men","Firearm","Primary or less","20-29","Street",26360
"19886",19886,"Men","Firearm","High School or more","30-44","Street",15288
"19887",19887,"Men","Firearm","High School or more","30-44","Street",18592
"19888",19888,"Men","Knife","Primary or less","20-29","Street",20504
"19889",19889,"Men","Firearm","Middle school","20-29","Street",18120
"19890",19890,"Women","Firearm","High School or more","30-44","Street",26996
"19891",19891,"Men","Firearm","Middle school","45-69","Other",1332
"19892",19892,"Men","Firearm","High School or more","30-44","Street",14209
"19893",19893,"Women","Asphyxiation","Primary or less","45-69","Home",13017
"19894",19894,"Men","Firearm","Middle school","30-44","Street",22556
"19895",19895,"Men","Firearm","High School or more","20-29","Street",13835
"19896",19896,"Men","Firearm","Middle school","45-69","Street",9808
"19897",19897,"Men","Firearm","Middle school","45-69","Street",29789
"19898",19898,"Men","Firearm","High School or more","20-29","Street",19757
"19899",19899,"Men","Firearm","High School or more","30-44","Street",15007
"19900",19900,"Men","Firearm","Middle school","45-69","Street",3181
"19901",19901,"Men","Firearm","Middle school","30-44","Street",7354
"19902",19902,"Men","Non-specified means","Primary or less","69 +","Other",44
